guest_id,country_of_origin,total_bookings_lifetime,total_cancellations_lifetime,cancellation_ratio
G_02668,Thailand,1.0,0.0,0.0
G_02669,Thailand,3.0,1.0,0.33
G_02670,Thailand,3.0,0.0,0.0
G_02671,China,1.0,0.0,0.0
G_02672,China,3.0,0.0,0.0
G_02673,UK,0.0,0.0,0.0
G_02674,Thailand,4.0,0.0,0.0
G_02675,China,2.0,0.0,0.0
G_02676,Thailand,5.0,0.0,0.0
G_02677,China,1.0,0.0,0.0
G_02678,UK,3.0,0.0,0.0
G_02679,Thailand,0.0,0.0,0.0
G_02680,Thailand,2.0,0.0,0.0
G_02681,Thailand,2.0,0.0,0.0
G_02682,Japan,3.0,0.0,0.0
G_02683,Germany,2.0,0.0,0.0
G_02684,China,0.0,0.0,0.0
G_02685,Thailand,3.0,0.0,0.0
G_02686,USA,2.0,1.0,0.5
G_02687,China,2.0,0.0,0.0
G_02688,Japan,0.0,0.0,0.0
G_02689,Thailand,2.0,0.0,0.0
G_02690,Thailand,2.0,1.0,0.5
G_02691,China,2.0,0.0,0.0
G_02692,Thailand,1.0,0.0,0.0
G_02693,Thailand,5.0,0.0,0.0
G_02694,Thailand,2.0,1.0,0.5
G_02695,UK,0.0,0.0,0.0
G_02696,Australia,0.0,0.0,0.0
G_02697,Germany,1.0,0.0,0.0
G_02698,UK,3.0,0.0,0.0
G_02699,UK,1.0,1.0,1.0
G_02700,Thailand,2.0,0.0,0.0
G_02701,UK,3.0,0.0,0.0
G_02702,Thailand,1.0,0.0,0.0
G_02703,China,1.0,0.0,0.0
G_02704,Thailand,1.0,0.0,0.0
G_02705,Thailand,1.0,0.0,0.0
G_02706,Thailand,1.0,0.0,0.0
G_02707,Thailand,2.0,0.0,0.0
G_02708,Thailand,1.0,0.0,0.0
G_02709,Thailand,3.0,0.0,0.0
G_02710,Germany,2.0,0.0,0.0
G_02711,USA,2.0,0.0,0.0
G_02712,UK,2.0,0.0,0.0
G_02713,Australia,3.0,0.0,0.0
G_02714,Germany,4.0,0.0,0.0
G_02715,UK,2.0,0.0,0.0
G_02716,Japan,5.0,0.0,0.0
G_02717,Thailand,1.0,0.0,0.0
G_02718,Thailand,3.0,0.0,0.0
G_02719,USA,3.0,0.0,0.0
G_02720,China,1.0,0.0,0.0
G_02721,China,2.0,0.0,0.0
G_02722,Thailand,1.0,0.0,0.0
G_02723,Thailand,2.0,0.0,0.0
G_02724,China,1.0,0.0,0.0
G_02725,Thailand,1.0,0.0,0.0
G_02726,UK,2.0,0.0,0.0
G_02727,China,1.0,0.0,0.0
G_02728,China,1.0,0.0,0.0
G_02729,Japan,1.0,0.0,0.0
G_02730,Australia,2.0,0.0,0.0
G_02731,USA,2.0,1.0,0.5
G_02732,China,0.0,0.0,0.0
G_02733,China,1.0,0.0,0.0
G_02734,Thailand,1.0,0.0,0.0
G_02735,Thailand,2.0,0.0,0.0
G_02736,Thailand,0.0,0.0,0.0
G_02737,USA,4.0,0.0,0.0
G_02738,China,2.0,0.0,0.0
G_02739,Japan,4.0,1.0,0.25
G_02740,Thailand,1.0,0.0,0.0
G_02741,Thailand,0.0,0.0,0.0
G_02742,Germany,1.0,0.0,0.0
G_02743,Thailand,2.0,0.0,0.0
G_02744,USA,3.0,0.0,0.0
G_02745,UK,1.0,0.0,0.0
G_02746,UK,0.0,0.0,0.0
G_02747,Thailand,1.0,0.0,0.0
G_02748,Thailand,1.0,0.0,0.0
G_02749,Thailand,1.0,0.0,0.0
G_02750,UK,0.0,0.0,0.0
G_02751,UK,2.0,1.0,0.5
G_02752,Thailand,2.0,0.0,0.0
G_02753,China,1.0,0.0,0.0
G_02754,Japan,0.0,0.0,0.0
G_02755,Thailand,6.0,0.0,0.0
G_02756,USA,2.0,0.0,0.0
G_02757,China,1.0,1.0,1.0
G_02758,Thailand,1.0,0.0,0.0
G_02759,Thailand,0.0,0.0,0.0
G_02760,China,1.0,0.0,0.0
G_02761,Australia,2.0,0.0,0.0
G_02762,Japan,4.0,0.0,0.0
G_02763,UK,2.0,0.0,0.0
G_02764,China,3.0,1.0,0.33
G_02765,Thailand,2.0,0.0,0.0
G_02766,China,5.0,1.0,0.2
G_02767,USA,1.0,1.0,1.0
G_02768,Thailand,0.0,0.0,0.0
G_02769,China,1.0,0.0,0.0
G_02770,UK,0.0,0.0,0.0
G_02771,Thailand,1.0,1.0,1.0
G_02772,Germany,0.0,0.0,0.0
G_02773,Thailand,3.0,0.0,0.0
G_02774,Thailand,2.0,0.0,0.0
G_02775,Thailand,2.0,0.0,0.0
G_02776,Japan,0.0,0.0,0.0
G_02777,China,5.0,2.0,0.4
G_02778,Thailand,1.0,0.0,0.0
G_02779,China,2.0,0.0,0.0
G_02780,Thailand,0.0,0.0,0.0
G_02781,Japan,1.0,1.0,1.0
G_02782,USA,0.0,0.0,0.0
G_02783,USA,5.0,2.0,0.4
G_02784,Germany,1.0,0.0,0.0
G_02785,Thailand,1.0,0.0,0.0
G_02786,Thailand,2.0,0.0,0.0
G_02787,UK,2.0,0.0,0.0
G_02788,Germany,2.0,0.0,0.0
G_02789,Thailand,0.0,0.0,0.0
G_02790,Thailand,0.0,0.0,0.0
G_02791,Thailand,1.0,0.0,0.0
G_02792,UK,1.0,0.0,0.0
G_02793,Thailand,0.0,0.0,0.0
G_02794,China,2.0,1.0,0.5
G_02795,Germany,1.0,0.0,0.0
G_02796,USA,2.0,1.0,0.5
G_02797,Thailand,2.0,0.0,0.0
G_02798,USA,6.0,0.0,0.0
G_02799,Thailand,1.0,1.0,1.0
G_02800,Australia,3.0,0.0,0.0
G_02801,USA,0.0,0.0,0.0
G_02802,Thailand,0.0,0.0,0.0
G_02803,China,1.0,0.0,0.0
G_02804,USA,4.0,1.0,0.25
G_02805,China,1.0,0.0,0.0
G_02806,Thailand,1.0,0.0,0.0
G_02807,Japan,0.0,0.0,0.0
G_02808,Germany,1.0,0.0,0.0
G_02809,China,3.0,0.0,0.0
G_02810,Germany,1.0,0.0,0.0
G_02811,Thailand,1.0,0.0,0.0
G_02812,USA,1.0,0.0,0.0
G_02813,China,2.0,1.0,0.5
G_02814,UK,2.0,1.0,0.5
G_02815,USA,1.0,0.0,0.0
G_02816,Thailand,1.0,0.0,0.0
G_02817,Thailand,0.0,0.0,0.0
G_02818,Thailand,1.0,0.0,0.0
G_02819,Thailand,3.0,0.0,0.0
G_02820,China,1.0,0.0,0.0
G_02821,Thailand,1.0,0.0,0.0
G_02822,Thailand,1.0,0.0,0.0
G_02823,UK,2.0,1.0,0.5
G_02824,UK,2.0,0.0,0.0
G_02825,Australia,0.0,0.0,0.0
G_02826,UK,3.0,0.0,0.0
G_02827,Thailand,1.0,1.0,1.0
G_02828,Japan,2.0,0.0,0.0
G_02829,UK,1.0,1.0,1.0
G_02830,Thailand,1.0,1.0,1.0
G_02831,UK,1.0,0.0,0.0
G_02832,Germany,1.0,0.0,0.0
G_02833,Thailand,0.0,0.0,0.0
G_02834,Thailand,0.0,0.0,0.0
G_02835,Thailand,1.0,0.0,0.0
G_02836,Thailand,3.0,0.0,0.0
G_02837,USA,1.0,0.0,0.0
G_02838,UK,1.0,0.0,0.0
G_02839,Thailand,1.0,0.0,0.0
G_02840,Germany,1.0,0.0,0.0
G_02841,Japan,0.0,0.0,0.0
G_02842,UK,2.0,0.0,0.0
G_02843,Japan,0.0,0.0,0.0
G_02844,Thailand,4.0,0.0,0.0
G_02845,USA,1.0,0.0,0.0
G_02846,China,1.0,0.0,0.0
G_02847,Japan,0.0,0.0,0.0
G_02848,Japan,2.0,0.0,0.0
G_02849,Thailand,1.0,1.0,1.0
G_02850,Germany,3.0,0.0,0.0
G_02851,Thailand,0.0,0.0,0.0
G_02852,Australia,5.0,0.0,0.0
G_02853,Germany,0.0,0.0,0.0
G_02854,Thailand,0.0,0.0,0.0
G_02855,China,2.0,0.0,0.0
G_02856,Thailand,3.0,0.0,0.0
G_02857,USA,2.0,0.0,0.0
G_02858,UK,5.0,1.0,0.2
G_02859,UK,1.0,0.0,0.0
G_02860,Germany,2.0,0.0,0.0
G_02861,China,1.0,0.0,0.0
G_02862,USA,0.0,0.0,0.0
G_02863,Japan,0.0,0.0,0.0
G_02864,Germany,2.0,1.0,0.5
G_02865,Thailand,0.0,0.0,0.0
G_02866,Germany,0.0,0.0,0.0
G_02867,Thailand,2.0,0.0,0.0
G_02868,Japan,3.0,1.0,0.33
G_02869,Thailand,1.0,1.0,1.0
G_02870,Thailand,2.0,0.0,0.0
G_02871,USA,3.0,0.0,0.0
G_02872,China,1.0,0.0,0.0
G_02873,Thailand,1.0,0.0,0.0
G_02874,Thailand,1.0,0.0,0.0
G_02875,UK,0.0,0.0,0.0
G_02876,Germany,2.0,1.0,0.5
G_02877,Thailand,0.0,0.0,0.0
G_02878,Thailand,0.0,0.0,0.0
G_02879,USA,2.0,0.0,0.0
G_02880,Thailand,1.0,0.0,0.0
G_02881,Japan,0.0,0.0,0.0
G_02882,Japan,6.0,0.0,0.0
G_02883,UK,1.0,0.0,0.0
G_02884,Thailand,1.0,0.0,0.0
G_02885,Japan,0.0,0.0,0.0
G_02886,UK,1.0,0.0,0.0
G_02887,Japan,1.0,0.0,0.0
G_02888,China,1.0,0.0,0.0
G_02889,Japan,1.0,0.0,0.0
G_02890,UK,0.0,0.0,0.0
G_02891,USA,1.0,0.0,0.0
G_02892,Germany,1.0,0.0,0.0
G_02893,UK,0.0,0.0,0.0
G_02894,China,0.0,0.0,0.0
G_02895,Thailand,1.0,0.0,0.0
G_02896,China,1.0,0.0,0.0
G_02897,UK,0.0,0.0,0.0
G_02898,Thailand,0.0,0.0,0.0
G_02899,Thailand,2.0,0.0,0.0
G_02900,China,0.0,0.0,0.0
G_02901,Japan,2.0,0.0,0.0
G_02902,UK,2.0,0.0,0.0
G_02903,Thailand,3.0,0.0,0.0
G_02904,China,2.0,1.0,0.5
G_02905,Thailand,3.0,0.0,0.0
G_02906,USA,1.0,0.0,0.0
G_02907,Thailand,2.0,0.0,0.0
G_02908,Thailand,0.0,0.0,0.0
G_02909,Thailand,0.0,0.0,0.0
G_02910,Thailand,3.0,0.0,0.0
G_02911,Thailand,1.0,0.0,0.0
G_02912,Thailand,2.0,1.0,0.5
G_02913,UK,3.0,0.0,0.0
G_02914,USA,2.0,1.0,0.5
G_02915,Thailand,1.0,0.0,0.0
G_02916,Japan,0.0,0.0,0.0
G_02917,Thailand,5.0,2.0,0.4
G_02918,UK,1.0,0.0,0.0
G_02919,Thailand,1.0,0.0,0.0
G_02920,Thailand,1.0,0.0,0.0
G_02921,UK,0.0,0.0,0.0
G_02922,UK,0.0,0.0,0.0
G_02923,Australia,2.0,0.0,0.0
G_02924,UK,1.0,0.0,0.0
G_02925,Germany,1.0,1.0,1.0
G_02926,Thailand,0.0,0.0,0.0
G_02927,Thailand,6.0,0.0,0.0
G_02928,Thailand,4.0,0.0,0.0
G_02929,Thailand,2.0,0.0,0.0
G_02930,UK,1.0,0.0,0.0
G_02931,China,2.0,1.0,0.5
G_02932,Thailand,0.0,0.0,0.0
G_02933,Germany,1.0,0.0,0.0
G_02934,Japan,3.0,0.0,0.0
G_02935,Thailand,2.0,0.0,0.0
G_02936,Thailand,1.0,0.0,0.0
G_02937,Thailand,3.0,1.0,0.33
G_02938,Thailand,1.0,0.0,0.0
G_02939,Thailand,2.0,0.0,0.0
G_02940,UK,1.0,0.0,0.0
G_02941,Thailand,1.0,0.0,0.0
G_02942,Thailand,0.0,0.0,0.0
G_02943,Germany,2.0,2.0,1.0
G_02944,China,0.0,0.0,0.0
G_02945,Germany,3.0,0.0,0.0
G_02946,Thailand,1.0,0.0,0.0
G_02947,Thailand,1.0,0.0,0.0
G_02948,UK,3.0,0.0,0.0
G_02949,Thailand,1.0,1.0,1.0
G_02950,Thailand,0.0,0.0,0.0
G_02951,China,2.0,1.0,0.5
G_02952,China,0.0,0.0,0.0
G_02953,USA,1.0,1.0,1.0
G_02954,USA,3.0,0.0,0.0
G_02955,USA,2.0,0.0,0.0
G_02956,Thailand,3.0,0.0,0.0
G_02957,Thailand,1.0,0.0,0.0
G_02958,Thailand,1.0,0.0,0.0
G_02959,Thailand,0.0,0.0,0.0
G_02960,Germany,1.0,0.0,0.0
G_02961,UK,1.0,0.0,0.0
G_02962,China,1.0,0.0,0.0
G_02963,Thailand,2.0,0.0,0.0
G_02964,Thailand,2.0,0.0,0.0
G_02965,Thailand,3.0,0.0,0.0
G_02966,Thailand,2.0,0.0,0.0
G_02967,Thailand,0.0,0.0,0.0
G_02968,Japan,3.0,1.0,0.33
G_02969,China,0.0,0.0,0.0
G_02970,UK,0.0,0.0,0.0
G_02971,USA,0.0,0.0,0.0
G_02972,Germany,3.0,1.0,0.33
G_02973,Thailand,2.0,0.0,0.0
G_02974,Thailand,2.0,1.0,0.5
G_02975,Thailand,1.0,0.0,0.0
G_02976,Japan,2.0,0.0,0.0
G_02977,Germany,5.0,0.0,0.0
G_02978,Thailand,3.0,0.0,0.0
G_02979,Australia,1.0,1.0,1.0
G_02980,Japan,3.0,0.0,0.0
G_02981,Thailand,3.0,0.0,0.0
G_02982,Thailand,1.0,0.0,0.0
G_02983,USA,2.0,0.0,0.0
G_02984,Germany,1.0,0.0,0.0
G_02985,Thailand,2.0,0.0,0.0
G_02986,Japan,2.0,1.0,0.5
G_02987,Thailand,0.0,0.0,0.0
G_02988,China,2.0,1.0,0.5
G_02989,USA,1.0,0.0,0.0
G_02990,UK,3.0,1.0,0.33
G_02991,Japan,0.0,0.0,0.0
G_02992,Japan,4.0,0.0,0.0
G_02993,Australia,0.0,0.0,0.0
G_02994,Thailand,1.0,0.0,0.0
G_02995,China,1.0,0.0,0.0
G_02996,Thailand,3.0,2.0,0.67
G_02997,USA,1.0,0.0,0.0
G_02998,UK,0.0,0.0,0.0
G_02999,USA,0.0,0.0,0.0
G_03000,UK,2.0,1.0,0.5
G_03001,Germany,1.0,0.0,0.0
G_03002,Thailand,0.0,0.0,0.0
G_03003,China,0.0,0.0,0.0
G_03004,Thailand,1.0,0.0,0.0
G_03005,Thailand,4.0,0.0,0.0
G_03006,Thailand,1.0,0.0,0.0
G_03007,Germany,1.0,0.0,0.0
G_03008,Australia,2.0,0.0,0.0
G_03009,Germany,2.0,0.0,0.0
G_03010,Germany,3.0,0.0,0.0
G_03011,Thailand,4.0,1.0,0.25
G_03012,Thailand,2.0,1.0,0.5
G_03013,China,3.0,1.0,0.33
G_03014,USA,0.0,0.0,0.0
G_03015,USA,2.0,1.0,0.5
G_03016,Thailand,2.0,1.0,0.5
G_03017,UK,0.0,0.0,0.0
G_03018,UK,3.0,0.0,0.0
G_03019,Thailand,0.0,0.0,0.0
G_03020,USA,3.0,1.0,0.33
G_03021,UK,1.0,0.0,0.0
G_03022,UK,1.0,1.0,1.0
G_03023,Thailand,0.0,0.0,0.0
G_03024,China,4.0,0.0,0.0
G_03025,Thailand,2.0,0.0,0.0
G_03026,Thailand,3.0,0.0,0.0
G_03027,Japan,4.0,0.0,0.0
G_03028,UK,3.0,0.0,0.0
G_03029,Thailand,1.0,0.0,0.0
G_03030,China,2.0,0.0,0.0
G_03031,UK,2.0,0.0,0.0
G_03032,Japan,3.0,0.0,0.0
G_03033,China,2.0,0.0,0.0
G_03034,China,0.0,0.0,0.0
G_03035,USA,2.0,0.0,0.0
G_03036,Thailand,1.0,0.0,0.0
G_03037,Thailand,1.0,0.0,0.0
G_03038,USA,2.0,2.0,1.0
G_03039,UK,6.0,1.0,0.17
G_03040,UK,0.0,0.0,0.0
G_03041,Thailand,2.0,0.0,0.0
G_03042,Thailand,0.0,0.0,0.0
G_03043,USA,0.0,0.0,0.0
G_03044,Thailand,0.0,0.0,0.0
G_03045,China,1.0,0.0,0.0
G_03046,Thailand,1.0,0.0,0.0
G_03047,UK,1.0,0.0,0.0
G_03048,Germany,1.0,1.0,1.0
G_03049,Thailand,1.0,0.0,0.0
G_03050,USA,1.0,0.0,0.0
G_03051,Thailand,1.0,0.0,0.0
G_03052,China,1.0,0.0,0.0
G_03053,UK,4.0,0.0,0.0
G_03054,USA,1.0,0.0,0.0
G_03055,UK,0.0,0.0,0.0
G_03056,Australia,0.0,0.0,0.0
G_03057,Thailand,1.0,0.0,0.0
G_03058,Thailand,1.0,0.0,0.0
G_03059,Australia,1.0,1.0,1.0
G_03060,UK,3.0,0.0,0.0
G_03061,Australia,3.0,0.0,0.0
G_03062,UK,1.0,0.0,0.0
G_03063,Japan,3.0,0.0,0.0
G_03064,USA,1.0,0.0,0.0
G_03065,China,3.0,0.0,0.0
G_03066,Germany,2.0,1.0,0.5
G_03067,UK,1.0,0.0,0.0
G_03068,Thailand,2.0,0.0,0.0
G_03069,Thailand,1.0,0.0,0.0
G_03070,Thailand,3.0,0.0,0.0
G_03071,Thailand,2.0,0.0,0.0
G_03072,Thailand,0.0,0.0,0.0
G_03073,UK,2.0,1.0,0.5
G_03074,UK,1.0,0.0,0.0
G_03075,USA,2.0,0.0,0.0
G_03076,China,0.0,0.0,0.0
G_03077,Thailand,0.0,0.0,0.0
G_03078,Thailand,2.0,0.0,0.0
G_03079,Thailand,4.0,0.0,0.0
G_03080,UK,3.0,0.0,0.0
G_03081,Thailand,2.0,0.0,0.0
G_03082,Thailand,1.0,0.0,0.0
G_03083,USA,1.0,0.0,0.0
G_03084,Japan,2.0,0.0,0.0
G_03085,Thailand,0.0,0.0,0.0
G_03086,China,3.0,0.0,0.0
G_03087,China,3.0,0.0,0.0
G_03088,Japan,1.0,0.0,0.0
G_03089,Germany,3.0,1.0,0.33
G_03090,Thailand,0.0,0.0,0.0
G_03091,Thailand,1.0,0.0,0.0
G_03092,Australia,2.0,0.0,0.0
G_03093,USA,3.0,0.0,0.0
G_03094,UK,2.0,1.0,0.5
G_03095,China,2.0,0.0,0.0
G_03096,China,3.0,0.0,0.0
G_03097,Germany,4.0,0.0,0.0
G_03098,Germany,1.0,0.0,0.0
G_03099,China,2.0,0.0,0.0
G_03100,Thailand,1.0,0.0,0.0
G_03101,Australia,4.0,0.0,0.0
G_03102,Thailand,0.0,0.0,0.0
G_03103,Thailand,1.0,0.0,0.0
G_03104,Australia,1.0,0.0,0.0
G_03105,Thailand,4.0,1.0,0.25
G_03106,Thailand,3.0,0.0,0.0
G_03107,Thailand,0.0,0.0,0.0
G_03108,Australia,2.0,0.0,0.0
G_03109,UK,2.0,1.0,0.5
G_03110,China,1.0,0.0,0.0
G_03111,Thailand,1.0,0.0,0.0
G_03112,Japan,2.0,0.0,0.0
G_03113,Japan,3.0,0.0,0.0
G_03114,Thailand,0.0,0.0,0.0
G_03115,USA,0.0,0.0,0.0
G_03116,Thailand,6.0,1.0,0.17
G_03117,Germany,1.0,0.0,0.0
G_03118,China,2.0,0.0,0.0
G_03119,Germany,1.0,0.0,0.0
G_03120,Thailand,0.0,0.0,0.0
G_03121,Japan,1.0,1.0,1.0
G_03122,Japan,0.0,0.0,0.0
G_03123,China,3.0,0.0,0.0
G_03124,Germany,0.0,0.0,0.0
G_03125,Thailand,0.0,0.0,0.0
G_03126,Thailand,2.0,0.0,0.0
G_03127,China,2.0,0.0,0.0
G_03128,China,2.0,0.0,0.0
G_03129,UK,4.0,1.0,0.25
G_03130,Thailand,1.0,0.0,0.0
G_03131,UK,3.0,0.0,0.0
G_03132,Thailand,1.0,0.0,0.0
G_03133,USA,3.0,2.0,0.67
G_03134,China,2.0,0.0,0.0
G_03135,China,1.0,1.0,1.0
G_03136,Thailand,0.0,0.0,0.0
G_03137,USA,2.0,2.0,1.0
G_03138,Thailand,0.0,0.0,0.0
G_03139,Thailand,3.0,0.0,0.0
G_03140,Japan,1.0,0.0,0.0
G_03141,Germany,2.0,0.0,0.0
G_03142,Thailand,0.0,0.0,0.0
G_03143,Japan,2.0,0.0,0.0
G_03144,Australia,0.0,0.0,0.0
G_03145,Japan,1.0,0.0,0.0
G_03146,Thailand,1.0,0.0,0.0
G_03147,Germany,2.0,0.0,0.0
G_03148,Thailand,0.0,0.0,0.0
G_03149,Thailand,2.0,1.0,0.5
G_03150,Thailand,5.0,1.0,0.2
G_03151,USA,2.0,0.0,0.0
G_03152,Thailand,0.0,0.0,0.0
G_03153,Thailand,2.0,0.0,0.0
G_03154,Thailand,3.0,2.0,0.67
G_03155,Japan,6.0,1.0,0.17
G_03156,Australia,2.0,0.0,0.0
G_03157,Thailand,1.0,0.0,0.0
G_03158,Australia,2.0,0.0,0.0
G_03159,Australia,0.0,0.0,0.0
G_03160,Japan,1.0,0.0,0.0
G_03161,Thailand,2.0,0.0,0.0
G_03162,China,1.0,0.0,0.0
G_03163,Germany,1.0,1.0,1.0
G_03164,China,3.0,0.0,0.0
G_03165,Thailand,5.0,1.0,0.2
G_03166,UK,3.0,2.0,0.67
G_03167,China,1.0,0.0,0.0
G_03168,UK,3.0,1.0,0.33
G_03169,Thailand,2.0,0.0,0.0
G_03170,Thailand,1.0,0.0,0.0
G_03171,Japan,1.0,0.0,0.0
G_03172,Australia,1.0,0.0,0.0
G_03173,Thailand,2.0,0.0,0.0
G_03174,Germany,2.0,0.0,0.0
G_03175,Thailand,1.0,0.0,0.0
G_03176,China,3.0,0.0,0.0
G_03177,Japan,2.0,1.0,0.5
G_03178,Japan,1.0,0.0,0.0
G_03179,Germany,1.0,1.0,1.0
G_03180,Thailand,1.0,0.0,0.0
G_03181,Australia,2.0,0.0,0.0
G_03182,Thailand,1.0,0.0,0.0
G_03183,China,3.0,0.0,0.0
G_03184,China,1.0,0.0,0.0
G_03185,China,0.0,0.0,0.0
G_03186,Thailand,2.0,0.0,0.0
G_03187,Australia,2.0,0.0,0.0
G_03188,Thailand,5.0,0.0,0.0
G_03189,Thailand,0.0,0.0,0.0
G_03190,China,1.0,0.0,0.0
G_03191,USA,0.0,0.0,0.0
G_03192,Japan,0.0,0.0,0.0
G_03193,Thailand,2.0,1.0,0.5
G_03194,Thailand,1.0,0.0,0.0
G_03195,Japan,6.0,0.0,0.0
G_03196,UK,2.0,1.0,0.5
G_03197,Thailand,3.0,0.0,0.0
G_03198,China,2.0,1.0,0.5
G_03199,UK,2.0,1.0,0.5
G_03200,China,3.0,0.0,0.0
G_03201,USA,3.0,0.0,0.0
G_03202,Japan,1.0,0.0,0.0
G_03203,Japan,0.0,0.0,0.0
G_03204,China,4.0,2.0,0.5
G_03205,Thailand,0.0,0.0,0.0
G_03206,Japan,0.0,0.0,0.0
G_03207,China,2.0,1.0,0.5
G_03208,China,1.0,0.0,0.0
G_03209,Thailand,1.0,0.0,0.0
G_03210,Australia,2.0,0.0,0.0
G_03211,China,1.0,0.0,0.0
G_03212,Thailand,0.0,0.0,0.0
G_03213,USA,1.0,0.0,0.0
G_03214,Australia,2.0,2.0,1.0
G_03215,Thailand,2.0,0.0,0.0
G_03216,Germany,1.0,0.0,0.0
G_03217,China,0.0,0.0,0.0
G_03218,China,0.0,0.0,0.0
G_03219,Thailand,3.0,1.0,0.33
G_03220,Thailand,0.0,0.0,0.0
G_03221,Germany,0.0,0.0,0.0
G_03222,Thailand,3.0,0.0,0.0
G_03223,Japan,1.0,0.0,0.0
G_03224,Thailand,3.0,0.0,0.0
G_03225,Thailand,2.0,0.0,0.0
G_03226,Thailand,2.0,0.0,0.0
G_03227,UK,1.0,0.0,0.0
G_03228,Germany,0.0,0.0,0.0
G_03229,Thailand,0.0,0.0,0.0
G_03230,Thailand,2.0,1.0,0.5
G_03231,Thailand,0.0,0.0,0.0
G_03232,UK,2.0,0.0,0.0
G_03233,USA,1.0,0.0,0.0
G_03234,Australia,2.0,0.0,0.0
G_03235,UK,2.0,0.0,0.0
G_03236,UK,4.0,0.0,0.0
G_03237,Thailand,2.0,0.0,0.0
G_03238,Germany,2.0,1.0,0.5
G_03239,Thailand,2.0,0.0,0.0
G_03240,Thailand,0.0,0.0,0.0
G_03241,China,1.0,0.0,0.0
G_03242,UK,4.0,0.0,0.0
G_03243,USA,1.0,0.0,0.0
G_03244,USA,2.0,0.0,0.0
G_03245,Japan,3.0,0.0,0.0
G_03246,Thailand,0.0,0.0,0.0
G_03247,Japan,1.0,1.0,1.0
G_03248,China,2.0,0.0,0.0
G_03249,USA,1.0,0.0,0.0
G_03250,USA,1.0,0.0,0.0
G_03251,Thailand,0.0,0.0,0.0
G_03252,Japan,1.0,0.0,0.0
G_03253,UK,3.0,0.0,0.0
G_03254,Thailand,2.0,0.0,0.0
G_03255,UK,2.0,0.0,0.0
G_03256,Germany,1.0,0.0,0.0
G_03257,USA,3.0,1.0,0.33
G_03258,Germany,4.0,1.0,0.25
G_03259,Thailand,4.0,1.0,0.25
G_03260,Thailand,1.0,0.0,0.0
G_03261,Thailand,2.0,0.0,0.0
G_03262,USA,2.0,0.0,0.0
G_03263,Thailand,3.0,0.0,0.0
G_03264,Thailand,4.0,1.0,0.25
G_03265,Germany,1.0,0.0,0.0
G_03266,Japan,1.0,0.0,0.0
G_03267,China,3.0,1.0,0.33
G_03268,Thailand,2.0,1.0,0.5
G_03269,Thailand,2.0,0.0,0.0
G_03270,Thailand,3.0,1.0,0.33
G_03271,China,3.0,0.0,0.0
G_03272,Germany,3.0,0.0,0.0
G_03273,USA,3.0,2.0,0.67
G_03274,Thailand,0.0,0.0,0.0
G_03275,UK,2.0,2.0,1.0
G_03276,Thailand,3.0,2.0,0.67
G_03277,Thailand,1.0,0.0,0.0
G_03278,China,1.0,1.0,1.0
G_03279,China,3.0,1.0,0.33
G_03280,Thailand,0.0,0.0,0.0
G_03281,Thailand,0.0,0.0,0.0
G_03282,Germany,2.0,1.0,0.5
G_03283,Thailand,2.0,0.0,0.0
G_03284,Thailand,2.0,0.0,0.0
G_03285,Thailand,1.0,0.0,0.0
G_03286,Thailand,0.0,0.0,0.0
G_03287,Thailand,3.0,1.0,0.33
G_03288,Japan,4.0,0.0,0.0
G_03289,Thailand,2.0,0.0,0.0
G_03290,USA,1.0,0.0,0.0
G_03291,China,0.0,0.0,0.0
G_03292,UK,3.0,1.0,0.33
G_03293,Australia,2.0,0.0,0.0
G_03294,Australia,1.0,1.0,1.0
G_03295,Thailand,1.0,0.0,0.0
G_03296,Japan,3.0,0.0,0.0
G_03297,USA,1.0,0.0,0.0
G_03298,Germany,2.0,1.0,0.5
G_03299,USA,2.0,1.0,0.5
G_03300,Germany,2.0,0.0,0.0
G_03301,Japan,5.0,1.0,0.2
G_03302,Thailand,1.0,0.0,0.0
G_03303,UK,3.0,0.0,0.0
G_03304,Germany,0.0,0.0,0.0
G_03305,Australia,5.0,1.0,0.2
G_03306,Thailand,4.0,2.0,0.5
G_03307,China,0.0,0.0,0.0
G_03308,Thailand,1.0,0.0,0.0
G_03309,Thailand,0.0,0.0,0.0
G_03310,USA,2.0,0.0,0.0
G_03311,Thailand,1.0,1.0,1.0
G_03312,Japan,5.0,0.0,0.0
G_03313,Thailand,3.0,1.0,0.33
G_03314,Japan,1.0,0.0,0.0
G_03315,Thailand,4.0,1.0,0.25
G_03316,Thailand,0.0,0.0,0.0
G_03317,Thailand,4.0,0.0,0.0
G_03318,Thailand,2.0,0.0,0.0
G_03319,Thailand,1.0,0.0,0.0
G_03320,Thailand,1.0,0.0,0.0
G_03321,UK,2.0,0.0,0.0
G_03322,Thailand,2.0,0.0,0.0
G_03323,USA,1.0,0.0,0.0
G_03324,Thailand,3.0,0.0,0.0
G_03325,Australia,5.0,1.0,0.2
G_03326,Germany,2.0,0.0,0.0
G_03327,USA,1.0,0.0,0.0
G_03328,Thailand,3.0,0.0,0.0
G_03329,Thailand,0.0,0.0,0.0
G_03330,Germany,2.0,0.0,0.0
G_03331,Thailand,4.0,1.0,0.25
G_03332,Thailand,3.0,0.0,0.0
G_03333,Thailand,0.0,0.0,0.0
G_03334,Thailand,0.0,0.0,0.0
